"","MD Thalamus - R2"
"TRAPPC10",0.835470277858274
"ZNF248",0.835446437416899
"SEPT11",0.835401303835235
"YOD1",0.835328756408364
"GRAMD2",0.835181011237809
"MACF1",0.835056659018043
"BACE1",0.834986542280395
"TNS3",0.83495163364714
"GSTM4",0.834864825538022
"TRMT6",0.834730667248834
"SLC16A3",0.834728757842815
"ETFB",0.834691665016287
"CAB39",0.83469073600181
"THBS2",0.834592780559254
"CNOT2",0.834226315045031
"LDLRAD4",0.83418660624167
"SEC24B",0.83399402782204
"TTC7B",0.833883873380422
"C19orf43",0.833794785846224
"GPI",0.833793415953081
"ERMN",0.833726781969244
"ANKH",0.83362141007751
"UBXN2A",0.833453769329529
"MCM3AP",0.833236888618628
"CCT4",0.83319935781284
"DBNDD2",0.832771215631155
"TP53I3",0.832766761098915
"DLG1",0.832678872604072
"NRIP3",0.832676523766759
"FAXDC2",0.832568141658615
"PDIA6",0.832562715679465
"NBN",0.832295451478425
"IBTK",0.832271254956241
"CTR9",0.832211985304155
"CAPN12",0.832143274446777
"AHSA2",0.831995021443235
"MCU",0.83199014505827
"RGS9",0.83190629140904
"RNF138",0.831800823899991
"IRF2BPL",0.831646942685947
"CA7",0.831583473901494
"EPHX1",0.831336952669084
"DIMT1",0.831212188792958
"IRGQ",0.831013876889126
"IQCK",0.830754888388433
"DAXX",0.830724528852775
"DKK3",0.830632624600816
"SMARCA5",0.830554413929874
"ALDH1L1",0.830449255012776
"PIGS",0.830354319312312
"AS3MT",0.830224495344132
"HEG1",0.830055809088862
"KPNA3",0.829772090725138
"NCAPD3",0.829594292537972
"UBE2J2",0.829471527430633
"CLUAP1",0.829188803861143
"EPB41L4A",0.82893477218034
"GMPR2",0.828903672589702
"RPL6",0.82886603169673
"EPB41L2",0.82881873791267
"SH3GLB2",0.828728547252493
"OSCP1",0.828636437750391
"MARC2",0.828590050316757
"RAB12",0.828399724628179
"CD248",0.828398555221227
"RAB8B",0.82795178937094
"MAPRE3",0.827898759086085
"CNOT1",0.827724144840882
"GPR17",0.827638348766325
"TMEM63A",0.827419297249487
"ZHX1",0.82731869600493
"THAP1",0.827252218690339
"KCNB1",0.827248559427013
"HEY1",0.827181377847386
"MIEF1",0.827088998678753
"PRKCSH",0.826882912619987
"BEX5",0.826811759529174
"GUK1",0.826695442513261
"PSMA5",0.826682684213768
"SLC5A11",0.826626046007239
"IDNK",0.826606271476534
"DNAJC13",0.826393699394807
"DRD2",0.826225673962425
"CMIP",0.826069200844098
"C22orf46",0.826011933747128
"FARSB",0.825966976113854
"MPPE1",0.825729083838868
"AHNAK",0.825705745288546
"NCKIPSD",0.825651383582396
"SIRT2",0.825503208264649
"SNCA",0.825494085910906
"SVIP",0.825474340221018
"ANKRD28",0.825470252792588
"HDHD2",0.825394763313232
"CALB1",0.825306865358747
"ARGLU1",0.825103730283558
"CCND1",0.825002554833883
"TP53BP1",0.824878343477757
"LEPROTL1",0.824801284994494
"TRIM14",0.823945129989215
"NECAB3",0.823776649909149
"RPS20",0.82365745385388
"ARHGAP20",0.823502138672334
"CRTAP",0.823062143722339
"MGAT4A",0.822929276733456
"MTPAP",0.822774266594541
"GNG7",0.822754386583758
"SON",0.822742330686572
"FRMD5",0.822680804469972
"FDPS",0.822647485279117
"KBTBD6",0.822596069386073
"PELO",0.82220011590512
"TK2",0.822048118114459
"LDLRAP1",0.82186605153616
"APOL2",0.821853802405589
"CAPN15",0.821753115173343
"MYLK",0.821732967223057
"SLCO3A1",0.821559164767782
"HEXIM2",0.821153836196924
"MINPP1",0.82110657839257
"BCL2L13",0.821017504001437
"LIG1",0.820892330126415
"TMX2-CTNND1",0.820889813684795
"CENPO",0.820758370038971
"DYNC1I2",0.820473627820165
"HACE1",0.820437432989919
"ARHGAP22",0.819874131669211
"CDS1",0.819852170556052
"GCLM",0.819674174665376
"SERINC3",0.819569525273288
"PIK3R4",0.819454518889063
"MAP3K14",0.819139221889088
"DHRS4",0.818745907090368
"NKRF",0.818655827046272
"ZNF385A",0.818526199328378
"ANKRD32",0.818337488017481
"FAM184B",0.818184635954746
"ORAOV1",0.818098885484182
"ZNF213",0.817999249908102
"ALAS1",0.81791186351881
"SLC35C2",0.817871855384662
"RASL12",0.817850532143433
"RAD1",0.8178374019097
"PSME4",0.817797760047523
"DZIP3",0.81779215107999
"FGF1",0.817644176826196
"GPSM2",0.81721751871251
"HMGCL",0.817215966528344
"ISCU",0.817040826202448
"RNF167",0.816931501722778
"ZNF791",0.816819530529669
"GRAMD3",0.816723587883144
"GAD1",0.816639755714008
"CDKN1A",0.816478675031352
"SPOCK3",0.816452057675251
"PCNX",0.816429433746751
"RAB10",0.816386490089564
"CKMT1B",0.816078066061022
"THBS4",0.816056273654596
"CORO6",0.816008958407354
"SLC7A8",0.815865782340488
"IGIP",0.815659072361058
"SLC9B2",0.815619936532888
"KCNA2",0.815314597457941
"LYSMD1",0.815246950655021
"E2F3",0.815201772614877
"TTBK2",0.815073674083971
"SOS2",0.814823993604273
"CACNB2",0.814805351774826
"SNRNP25",0.814689607120312
"LAMA4",0.814685527599089
"ATG13",0.814355124394371
"CEBPZ",0.813920383866063
"TOR1AIP1",0.813909923620357
"PRDX2",0.81388938247687
"CARS2",0.813840377128277
"TREH",0.813441928624858
"TRAPPC2L",0.81331707875766
"ATP8A1",0.813312073299377
"GADD45B",0.813175488430578
"CINP",0.813055605970619
"RPP40",0.812998582972373
"TSC1",0.812758545458548
"RHPN2",0.812366545564566
"OS9",0.81219545862398
"MFAP1",0.811949160683951
"FXR2",0.811847299372851
"ASRGL1",0.811774844882245
"ABCB6",0.811613489278112
"DNAJC6",0.811577966617899
"SLC25A35",0.811327446119358
"SUPT7L",0.811282583727211
"TMEM130",0.811250642913405
"PPP1R9A",0.811028439253481
"THNSL1",0.811018909832594
"GPRASP1",0.810898777245187
"COL9A2",0.810226133019353
"RPN1",0.810211208456874
"POU6F1",0.810176609083872
"GOPC",0.810130202534232
"SULF1",0.809994947974718
"ABCB1",0.809971986231985
"EDNRB",0.809781888616981
"MSANTD4",0.809529941454294
"SPTBN1",0.809438798051116
"BLOC1S6",0.809380993659568
"CNTNAP2",0.809174910158853
"FAM175B",0.808059687899747
"ARRDC2",0.807919511196857
"SUSD5",0.807499352086768
"ACADS",0.807492462173944
"NR1D1",0.807311363792235
"CPLX3",0.807114120125426
"RAB35",0.807043677572004
"GCLC",0.806972950920124
"COMMD9",0.806644655285383
"ACSL4",0.806486247739998
"PER1",0.806342744795855
"SUB1",0.805898834854787
"FAM47E",0.805360827623495
"LCMT1",0.80533489339378
"RAB37",0.804820510185408
"APBB3",0.804753291927809
"FAHD1",0.804694418473317
"STMN3",0.804505182376754
"RAB3D",0.80430588617712
"CDR2",0.804196711907837
"OSBPL1A",0.804064604714304
"GNAQ",0.803943267193256
"NYAP1",0.803826422695836
"SLMO1",0.803786818298798
"C1orf27",0.803382172155233
"ADARB2",0.803094560572885
"MGST1",0.802990139350754
"CPM",0.802867410150057
"CDS2",0.802555089256794
"ELAVL2",0.802539104297888
"TMEM63C",0.80252364307089
"FAIM2",0.802458825489872
"PHYH",0.802414404257207
"PARP1",0.802152082686315
"AVL9",0.802139602787292
"MYL5",0.801998386755438
"P4HA1",0.801913096587045
"DCUN1D2",0.801418851978333
"TRO",0.801262756980567
"SPNS2",0.800979746661577
"IMPDH1",0.800774027932521
"CAMTA2",0.80053135252987
"NTS",0.800521692134094
"LRRC8A",0.80034604871087
"CCT2",0.800257718798844
"SDC4",0.800253591839177
"XRRA1",0.799997398183606
"ZNF787",0.799884633664973
"C2orf72",0.799779403431618
"TRUB1",0.799688166907346
"CNIH3",0.799488901299793
"PARP3",0.799340657356901
"WDR55",0.799233398549145
"KAZN",0.79918419315324
"FAM171A1",0.799097497009861
"PLXNA3",0.798994576795114
"UBE2S",0.79898759836252
"CDH11",0.798903351807381
"RPS24",0.79888153344924
"SCN1A",0.798803322954704
"TMEM144",0.798611288596442
"STXBP5",0.79847822465242
"CCDC92",0.798469227148656
"EPM2AIP1",0.798435664362467
"NUDT16",0.7984119544992
"MAP2",0.798362847826905
"VSTM2A",0.798186176459031
"DHRS11",0.797980975405307
"RAMP1",0.797738430281588
"STK24",0.797513383962158
"PDCD6IP",0.797408420477388
"NCAN",0.797265546076052
"ACAD9",0.796842105540027
"ZBTB4",0.796629205589039
"SLC35F6",0.796551607714441
"EBNA1BP2",0.796528850793679
"SPATA33",0.796487564616251
"LDHB",0.796224303673873
"FAM219A",0.795809884590852
"OGG1",0.795677113149991
"CDH8",0.79558190526658
"SCRN1",0.795566704430688
"CLASRP",0.795257041459188
"SET",0.795113851997953
"ARHGAP35",0.794945336364495
"PUM2",0.794835831306648
"DBI",0.794694286503975
"GDI2",0.79463202456477
"ETV5",0.794383742159659
"HNRNPA1",0.794320180013804
"C17orf97",0.79413552042423
"POLR1D",0.794091667084844
"EDF1",0.793785992111888
"PITHD1",0.793746897221783
"TMEM66",0.793600759269945
"DARS",0.7932752315309
"MAP3K15",0.7932363965921
"CCDC65",0.793111022890308
"UBQLN1",0.793023193188954
"MYL9",0.792954719354521
"C19orf60",0.792787527207283
"BCAR3",0.792462175415802
"PLEKHA2",0.792084577275556
"ANKRD46",0.792057872654061
"GUCY1A3",0.792045012595638
"UBE2D1",0.791861738486323
"GARNL3",0.791828481505477
"NTMT1",0.791791926789908
"CUL3",0.791633769686107
"TOR1A",0.791368951389122
"NXPH2",0.791286780917476
"DDX18",0.791024321622116
"HARBI1",0.790910078391393
"PREP",0.790683199574714
"TTYH3",0.790562100879844
"XPO1",0.790527539335335
"FAM120A",0.790442400407374
"HNRNPM",0.790313323440572
"KIAA1045",0.790162102955203
"CACHD1",0.789741394028185
"DPP7",0.789506579762499
"SEPT5",0.789454649107992
"YY1",0.78938337963365
"INPP5F",0.789094482374874
"LGR6",0.78900495126597
"REEP3",0.788991591590837
"BHLHE41",0.788937188500599
"RAPGEF5",0.788892567777729
"CHD3",0.788500702859092
"RAB2A",0.788358912745156
"NACAD",0.788247953736996
"ZNF638",0.787978467194939
"SMARCAL1",0.787642524447294
"SNX19",0.787622491333294
"GCDH",0.787393980102556
"CCDC124",0.787236536286618
"KNDC1",0.786941811335884
"SLC25A5",0.786736922074162
"RANBP1",0.786685218976832
"MAP2K6",0.786615467479516
"EHBP1L1",0.786540224970065
"TBL2",0.786468364554263
"P4HTM",0.786351611344014
"NECAP1",0.786264893499716
"GLRB",0.78610900567056
"MED10",0.786049603572428
"CEP72",0.785953520245686
"CHST10",0.785933973872177
"EEFSEC",0.7857841004858
"PMS1",0.78549827388202
"ADCY8",0.78549443909071
"HIPK2",0.785253075598924
"SDS",0.785057692825942
"DOPEY1",0.784895089144602
"RPL26",0.784471911199556
"HNRNPDL",0.784421136259007
"ELL2",0.784369828516477
"UBE2E2",0.784299489051921
"LONRF1",0.784158849192166
"TRUB2",0.78407879188218
"DNAJB5",0.784057824949715
"ZNF483",0.783992355960698
"MAST3",0.783958161002236
"UTP14C",0.78388067953184
"SMARCA4",0.783780991863938
"SEC22C",0.78333530603862
"MAPK7",0.783330898577771
"CDC23",0.783250290786587
"FASN",0.783023770067899
"ENOSF1",0.782987566232277
"MTMR10",0.782914415530995
"LAMTOR3",0.782850083678545
"POLR2L",0.782719471888481
"RABAC1",0.782579956702567
"KPNA6",0.782099704634303
"MPLKIP",0.782035705016169
"SPR",0.781426581631001
"KIAA0020",0.781327682726733
"ADSL",0.780909873225743
"NADK2",0.780835519160575
"CDC5L",0.780808510033711
"UTRN",0.78053104631824
"TIPARP",0.780236562920191
"RAD23B",0.779584810389693
"DNAJA1",0.779571951471146
"WAC",0.779097700530295
"NINJ2",0.77899064172379
"CCDC25",0.778762573923927
"ATP10A",0.778477681121393
"GAB2",0.778455588190211
"ARCN1",0.777881276653448
"DCP2",0.777751989034815
"BCL9",0.777687934553252
"HTATSF1",0.777606144920574
"SH3BGRL2",0.777486117903939
"STAU1",0.77724057756943
"DNAJC10",0.776950209768422
"ALDH2",0.776604856853915
"EFHD1",0.77652238908067
"FAM213A",0.7759354687774
"RERE",0.775837231130721
"MRPS34",0.775792828451714
"AP3B1",0.775105897451513
"HYOU1",0.775034360653003
"ATP2B2",0.774593988311202
"ASUN",0.774555274365205
"FAM208B",0.774425913572449
"AMBRA1",0.774410638363438
"TICAM1",0.774408594124639
"RASGRP3",0.774331464915353
"ST3GAL2",0.774297602172956
"GPBP1L1",0.774167795528261
"RNF5",0.774073747741901
"HCN3",0.773964161786706
"ANK3",0.773903970885463
"PLAUR",0.773465437164896
"NIFK",0.773438904406874
"KIAA1715",0.773232842858365
"ID1",0.773019711272283
"FLNB",0.772543207633472
"CCDC137",0.772538272403303
"MAST2",0.772494349764288
"ADHFE1",0.772337325962714
"MIIP",0.772335103608131
"MRPL23",0.772158073946896
"NUCB2",0.772120835321174
"BTRC",0.771826386885133
"ZNF211",0.771818598309856
"DNAJC14",0.77157315294475
"FA2H",0.771560801879236
"TBC1D20",0.771526081478432
"RSL1D1",0.77152271382497
"RASSF2",0.771475960601165
"MRPS16",0.771056973974514
"UBA6",0.770889048710733
"RPL30",0.770343518809355
"USP1",0.770269798221875
"BAZ1B",0.770206133812731
"PNISR",0.770149997921086
"NSRP1",0.770072592050264
"TTYH2",0.770013176795859
"FBXL4",0.769956662237152
"BCL7C",0.769849449852313
"MT3",0.769606662287259
"SLC6A1",0.769341846905119
"BBS5",0.769216873688035
"SUN2",0.769201079972378
"ACOT8",0.768742075415078
"GABRG1",0.76864988785744
"SLC25A26",0.768596159967124
"MPP2",0.768500910594763
"LIAS",0.768495816806302
"ZRSR2",0.768394066474792
"TCP11L1",0.768371415745883
"CCT3",0.768223673043064
"METTL2A",0.768214633751432
"UMPS",0.768205004997711
"EMC2",0.768144742972754
"KCNJ9",0.767815214609421
"HARS",0.767738756957846
"RABEP1",0.767568641976441
"SEZ6L",0.767235913038541
"PIPOX",0.766912680773199
"LTBP1",0.766768699719717
"NEIL2",0.766638331896386
"MYH14",0.766521727322962
"JAM3",0.766149083899508
"UBR7",0.766095271150225
"CNOT7",0.765949418242095
"ESYT1",0.765938032239622
"CIT",0.765907924753817
"RPA3-AS1",0.765884372082351
"NUDT18",0.765300221538932
"TMEM245",0.765269640417816
"NUBP2",0.765082467197692
"SLC9A5",0.765031782958293
"ZFYVE16",0.764894375690735
"PMM2",0.764569591400994
"RNF215",0.76455957259727
"THNSL2",0.764514039495066
"CACNA1G",0.764411531393961
"MARCH6",0.76439352589182
"DDX52",0.764365291353832
"ZRSR1",0.76400210699852
"ENTPD1",0.763664889296883
"YIPF5",0.763327608348856
"LRFN1",0.763060055147618
"BTBD10",0.762557292828348
"GPD1L",0.762513277361227
"SH3GL1",0.762474049687286
"USP25",0.76244111071186
"ATIC",0.762364530503797
"OTUB2",0.76227698446255
"SAMD4B",0.762062592543296
"CLVS1",0.76176511714803
"CEP63",0.761744498701998
"RAP2A",0.761635981483507
"USP7",0.761635543615339
"SLC6A11",0.761435321136485
"MEAF6",0.761383334298942
"NAB1",0.761325156729607
"CRYBG3",0.761182564828589
"NCKAP5L",0.761097520521737
"ATG2B",0.760898958376079
"ABCG1",0.760860468709899
"HECA",0.760811807500269
"RBM27",0.760623914463194
"ACAD8",0.760320428049141
"TBC1D9B",0.760178720141082
"KDSR",0.760081491822113
"ARPC4",0.75954105843909
"KHNYN",0.759496589948064
"SUPT6H",0.759429043308699
"NRBP2",0.75936684780474
"RBM14-RBM4",0.759330845506166
"GPATCH1",0.759071209717338
"C11orf84",0.759046014267867
"USP24",0.758925943049427
"GAL3ST3",0.758551395758612
"SLC12A6",0.758504115806542
"NDE1",0.758399632371921
"MARC1",0.758231895047011
"HIGD1B",0.758206547970536
"GOLGA1",0.758042675351493
"FLRT2",0.757972010211587
"CDK11B",0.757401169092757
"SLC25A4",0.757265278749977
"CACNA2D3",0.757258367219268
"UAP1",0.756965669547673
"CHD4",0.75691597037037
"ASB1",0.756799332304941
"MYNN",0.756612212688409
"SATL1",0.756466626882773
"APBA2",0.75626783898998
"EFHD2",0.75597874840697
"ATXN2",0.75576573923146
"SLC4A8",0.755603571378333
"LONP2",0.755527338201061
"TMEM161A",0.755411644002417
"KIAA1644",0.755205630728561
"TBL1X",0.754627134509339
"TGOLN2",0.754512188120781
"PPP1R12B",0.754442244731623
"WWP2",0.753904072185139
"PHAX",0.753883603765165
"FRZB",0.753662877165592
"ARHGAP21",0.753536383000073
"GRM5",0.753502925460461
"SHANK2",0.753485246813687
"UQCRC1",0.753417424626227
"STAT6",0.753365471212809
"MYO1C",0.753355430630409
"MT1E",0.753327259622407
"RTKN",0.753259521857458
"SETD7",0.75321129842638
"KIFC2",0.75276257871456
"GAS7",0.752264632817968
"ZBTB44",0.751776951881955
"PSMA7",0.751513795984454
"MFSD12",0.751424868262721
"LRRN1",0.751388576454512
"PSMC5",0.751191776940979
"SLC25A13",0.751126212027565
"ABCD3",0.750939502957518
"AEBP2",0.750938311701873
"CDC123",0.750862447861056
"TIMM17B",0.7508271200899
"CNTROB",0.750516576621556
"ATP5A1",0.750363080441228
"SLC24A2",0.750344261905854
"IPO9",0.750312298101967
"SMPD1",0.750247233439549
"STAG3",0.750185364103188
"GLRX3",0.750083453309348
"BCKDHA",0.749776531991217
"ARPC3",0.749712810972999
"PACSIN1",0.749449195684829
"EPN3",0.749401518656908
"RBM45",0.749289425900946
"C19orf66",0.749055727082881
"SAFB",0.748956765548444
"PCBP3",0.748729634699734
"PLCXD3",0.748460986446334
"ZBTB38",0.748338760258114
"SHISA4",0.747270512785567
"PDGFRA",0.747226481483004
"GPR108",0.747101618796587
"JAG1",0.746966292113691
"LRTM2",0.746794992750458
"GALE",0.746560643803918
"EIF4B",0.745855162292109
"MRPL55",0.74561406311005
"ROCK1",0.745597776896055
"DCK",0.745592796401007
"ABHD12B",0.745563830186147
"AQP4",0.745219263522409
"BTG2",0.745017630676441
"TCTA",0.744924634839235
"NECAB2",0.744838560417262
"CCDC51",0.74482588106966
"GOLM1",0.744445062657733
"GABRG2",0.744316369542567
"EPAS1",0.743968430415818
"CD97",0.743839455171935
"IL6ST",0.743782219735492
"CIITA",0.743496635050055
"BCL6",0.743382205636824
"SAP30BP",0.743252089750563
"NPDC1",0.743146187699891
"VPS4A",0.742933700733715
"KLHL25",0.742897389686256
"LENG9",0.742861804474837
"ATP5D",0.74281671256662
"SH3GL3",0.74271259759261
"LAMTOR1",0.742512921404388
"ZMAT2",0.742463814693169
"OSTC",0.742214165484406
"PLCH2",0.742136900436037
"PAQR3",0.742062220579057
"HSBP1",0.741716529902481
"ARPC4-TTLL3",0.741557283716209
"CAND2",0.74150370859809
"NRSN1",0.741395771786535
"SLC6A17",0.741345755824132
"CMTM5",0.741238221227487
"IFI27",0.741234775065841
"METTL14",0.74118679260151
"DCXR",0.74105232369458
"S100A13",0.740779066415603
"CACNG2",0.740647585150979
"SLC31A1",0.740635149160747
"AMER2",0.740562633831676
"NKAIN4",0.740510751220874
"RGCC",0.740369963217274
"TCF20",0.739891878163855
"ZBTB1",0.739834249908323
"INPP5J",0.739700909723692
"MMADHC",0.739637360593258
"MCF2L",0.739633793361397
"EXOC3",0.739520976422554
"TAGLN3",0.739456462636798
"PILRB",0.739441644933342
"SPATA2",0.739127996239482
"FKBP4",0.7390847220988
"WIBG",0.738667060387915
"HGSNAT",0.738665839954787
"SF3B2",0.738646675793243
"TMEM183A",0.738495583078697
"RNF165",0.738470448526085
"DFNB31",0.738074690177716
"CYP2J2",0.737707619038156
"CDC42BPA",0.737647707577911
"QKI",0.737638455348967
"ICMT",0.737538803738709
"TBCB",0.737537021332814
"LRRTM1",0.737359636238494
"SNX2",0.737324815324409
"SLC35D2",0.737215418424455
"GAB1",0.737027779225066
"MAP1A",0.73701796956319
"NPM2",0.73696163697684
"SLC2A12",0.73693514162835
"CLEC2L",0.736593859654367
"NUDCD3",0.736586899828633
"VCL",0.736458959133384
"LYPD6B",0.736241351109844
"EMC6",0.736019754554796
"LZTR1",0.736006553354176
"ANGPTL2",0.735825843373924
"ROCK2",0.73559845961471
"PA2G4",0.735459335566556
"KIF21A",0.735409892606872
"UBB",0.735284570136517
"SRA1",0.735193996416766
"PRDM4",0.7350820101089
"NUDCD1",0.734941712259645
"KAT7",0.734761335161276
"RNF170",0.734547055015321
"ZNF503",0.7344544211825
"CUL4B",0.73440854386842
"BYSL",0.734245523172617
"GDPGP1",0.734026214067668
"B3GNT4",0.733933515649207
"PEX5L",0.733925631582705
"COX14",0.733884714228076
"GNAO1",0.733819059473033
"USP15",0.733719602503798
"PACRG",0.7333183204084
"MVP",0.732762067130087
"STIM1",0.732628877966757
"ITPKB",0.732381806165922
"PRR13",0.73229312338495
"WAPAL",0.732001466885044
"SULT1A1",0.731981136088863
"RASL10B",0.731797457361125
"NUMBL",0.731716082732059
"ATP8B2",0.73151434191331
"GAS8",0.73151006116718
"POLI",0.731453931504281
"ZNF385B",0.731409508582969
"PCSK2",0.731169692652638
"VPS4B",0.731123276032684
"ST5",0.730873817461287
"COL16A1",0.730557916621309
"NDRG1",0.730342377242879
"GNAL",0.730059859882568
"ITGB1",0.730010818525855
"PROSC",0.729775557337711
"CECR5",0.729676892909792
"CLDN11",0.729601575370145
"AMT",0.729370552422687
"ACTR10",0.729259125329824
"HIRIP3",0.729253680529701
"FAM173B",0.729244048913908
"PPP3CB",0.729172857480905
"PPP2R5A",0.728622167121459
"SLC26A10",0.728040394436744
"HS6ST2",0.727876035003339
"OR2L13",0.727638658252202
"ZNF365",0.727394272685903
"PRKRA",0.726925190416539
"SLC45A4",0.726820877716381
"C9orf142",0.72674988702532
"WNT7B",0.726663089482519
"MAN1B1",0.726655857741136
"ADORA2B",0.726218250420418
"RBM4",0.726212111840413
"DEXI",0.726150743806542
"ANKRD29",0.725986726656022
"GPR155",0.725355693151317
"CA8",0.724925969266708
"MAP4",0.724918850710841
"SDC3",0.724895792114045
"ALKBH1",0.724784254574467
"RAB1A",0.724633711419776
"HNRNPLL",0.724626468994299
"FGF2",0.724599987860911
"CFL1",0.724498728855343
"LHFPL4",0.72427101506276
"ARIH1",0.724191073600573
"PDS5A",0.724161063032975
"CPOX",0.723759342053468
"ATP2B4",0.72362535790452
"DUSP8",0.723390079305483
"SACM1L",0.7231458270729
"C21orf91",0.722811266940509
"DOPEY2",0.722689434105388
"STAM2",0.722456128547307
"SLC44A1",0.722155024119718
"RFXAP",0.721989124189248
"NEFM",0.721809012604363
"ADAM22",0.721757467822084
"MTRR",0.721704384054632
"PDCD4",0.72160247987346
"NRP1",0.721567660457893
"WNT4",0.721548041945361
"KRAS",0.72137785548324
"ZBTB7B",0.721184813239632
"TYW3",0.720919209790956
"SOCS7",0.720756798840344
"HMGB1",0.720610155430451
"SEMA6A",0.720473391517397
"THEM6",0.720472030699563
"ENTPD5",0.720468150539943
"PAIP2B",0.720373308911627
"APC",0.720223245779572
"NF1",0.719919609140536
"PRDX1",0.71979361537075
"RHOQ",0.719699656840165
"DBT",0.719671955622621
"UBE2N",0.71954334302831
"TTC19",0.719421458968787
"RELL2",0.719416429194468
"IPCEF1",0.719126503073659
"GCOM1",0.7190828302768
"SEC61G",0.719048240834895
"FBXL14",0.718912391521192
"FARP2",0.718911494763327
"C16orf91",0.718900068814435
"TSPAN13",0.7187661681082
"KCNH3",0.718739346293695
"TMEM131",0.718412033645988
"ATP6V1G2",0.718301188205141
"CKS2",0.717958497120564
"PPP1R3C",0.717910174369458
"RNASE1",0.717893449561215
"PPP2R1A",0.71788375122289
"CYP27A1",0.717727136009463
"MLC1",0.717432759928648
"DPAGT1",0.717290931822598
"PRPH2",0.717234887460612
"SLC38A8",0.717141058969779
"EXOC5",0.717082644650493
"FAM122B",0.716965357548158
"TENC1",0.716799983117994
"STX4",0.716775832551742
"SURF1",0.716739545297332
"RPS29",0.716706927176969
"SCO2",0.716410140828351
"SH3BP5L",0.716275661347158
"LACTB2",0.71625123398325
"COQ10A",0.716032011168549
"CALU",0.715910623211862
"HNRNPL",0.715759706003201
"LRRC47",0.715659553626389
"AUH",0.715445862897959
"MAP7D2",0.715034535911868
"BBS10",0.715021612502771
"MTURN",0.714837464316589
"CALCOCO1",0.714789988891203
"CD9",0.714565356957199
"CERS6",0.714035715559585
"BRINP3",0.713454416195924
"TSPAN15",0.713403457044327
"WSCD2",0.713359909197576
"SLC25A28",0.713126909502558
"DEPTOR",0.712950270962718
"CTSH",0.712933040345484
"EXOSC7",0.712921365008151
"VAMP3",0.712195611854049
"TFDP2",0.711389287605973
"SCD5",0.711311175280811
"NSDHL",0.710799249620516
"SNRPB2",0.710746696152185
"COLEC12",0.710701884921697
"LPAR1",0.710532498807043
"CD81",0.71037962283814
"PLCL1",0.710338761363436
"TMEM33",0.710295398123707
"PRPF19",0.710214836240371
"TAZ",0.710168856396613
"OXR1",0.710134215966085
"ZNF579",0.709978140881558
"NME2",0.709812329049066
"STRA13",0.70939026674602
"SYT6",0.70890635775794
"PLEKHJ1",0.708883572301105
"MYO1E",0.708826370350606
"ANKHD1-EIF4EBP3",0.708696944737514
"NACA2",0.708400301359432
"EIF2B3",0.707975434285816
"TACC1",0.707727660567355
"ATP6V1E1",0.707616045030126
"JAZF1",0.707447604949459
"XPC",0.707363550451243
"PRRG1",0.707287095250996
"ANAPC15",0.707270088312663
"VAV3",0.707249568471795
"GUF1",0.706992275504544
"TMEM63B",0.706971562806387
"PHLDB1",0.706875183757326
"ZFYVE28",0.706843228068742
"MKLN1",0.706617146718894
"NPC1",0.706569396198203
"SUCO",0.706388663573556
"MPP5",0.706242587205844
"RBBP4",0.706113610653363
"UCHL3",0.706095949637556
"DCTN2",0.705934283698816
"PKD1",0.705853721660555
"SYPL1",0.705844229978038
"TGFBRAP1",0.705840284821362
"PPIL4",0.705820405802897
"TPRN",0.70567180194001
"LOH12CR1",0.705486418463187
"GRIA1",0.705166557266322
"SMIM13",0.705096738973586
"NUS1",0.705053802646776
"MFSD1",0.704939695016936
"IGFBP7",0.704829176173293
"SLC45A3",0.704783948012639
"NDUFS7",0.704658373520635
"RNF6",0.704507330391718
"OGDHL",0.70444891555066
"PMP22",0.704248330716184
"SEMA6C",0.70417894810034
"MYO9B",0.703894223332658
"CYHR1",0.703614031774769
"ATPAF1",0.703490375701109
"BCL2L2-PABPN1",0.703481297409218
"ADAM15",0.703464665415394
"ILF3",0.703341389423973
"EPB41L3",0.703236225390899
"ABHD6",0.703129961013554
"RND1",0.703116239364594
"YTHDC1",0.703033362918812
"TGFB3",0.702697549827797
"PTPN5",0.702501041250051
"LGALS8",0.702488247936135
"NME1-NME2",0.702437861651968
"ZFAND2B",0.702415400321878
"UBE3B",0.702053053578309
"SPOP",0.701529781544833
"MCFD2",0.70146807495364
"ACTR3",0.701320608706828
"JMJD4",0.701239375025858
"TUBGCP4",0.701214314262708
"DNAJB6",0.701096619664962
"NDRG2",0.701077386268623
"LAMTOR4",0.700871567422617
"C21orf128",0.700726117213052
"ZNF318",0.700645393860724
"CASQ2",0.700419252933398
"SLC9A1",0.700037745836875
"PPIB",0.699768776931115
"FBXO9",0.699724448416381
"IL33",0.69971918352347
"COX6A2",0.699576857619815
"CEP97",0.699561852069692
"BRE",0.699323798428657
"DPP6",0.699291353318794
"CDC42EP1",0.698818836905576
"DDOST",0.698468827765888
"SLC25A20",0.698437138209789
"AJAP1",0.69842147493576
"TCTE1",0.698382828176821
"NDUFA11",0.698361684623702
"RUFY1",0.698299171434471
"SLITRK5",0.698234800910149
"GABRA1",0.698183753499001
"HSF1",0.698161274630673
"URI1",0.697968960921417
"MAN1C1",0.697658321506734
"LRRTM3",0.6975549077059
"YEATS2",0.697472333769082
"VPS25",0.697328929853027
"S100B",0.697011355425171
"RSU1",0.696723052586193
